index,GridID,TimeInterval,DataCount
25940,17.0,2012-11-05 22:00:00-2012-11-05 22:20:00,8
28176,48.0,2012-11-05 22:00:00-2012-11-05 22:20:00,133
30111,73.0,2012-11-05 22:00:00-2012-11-05 22:20:00,108
29289,62.0,2012-11-05 22:00:00-2012-11-05 22:20:00,22
25806,15.0,2012-11-05 22:00:00-2012-11-05 22:20:00,25
31464,92.0,2012-11-05 22:00:00-2012-11-05 22:20:00,13
29222,61.0,2012-11-05 22:00:00-2012-11-05 22:20:00,3
31067,86.0,2012-11-05 22:00:00-2012-11-05 22:20:00,30
31822,97.0,2012-11-05 22:00:00-2012-11-05 22:20:00,13
30190,74.0,2012-11-05 22:00:00-2012-11-05 22:20:00,46
30038,72.0,2012-11-05 22:00:00-2012-11-05 22:20:00,28
26799,30.0,2012-11-05 22:00:00-2012-11-05 22:20:00,2
30264,75.0,2012-11-05 22:00:00-2012-11-05 22:20:00,83
28798,56.0,2012-11-05 22:00:00-2012-11-05 22:20:00,36
27306,37.0,2012-11-05 22:00:00-2012-11-05 22:20:00,23
27156,35.0,2012-11-05 22:00:00-2012-11-05 22:20:00,72
25999,18.0,2012-11-05 22:00:00-2012-11-05 22:20:00,2
29968,71.0,2012-11-05 22:00:00-2012-11-05 22:20:00,4
26517,26.0,2012-11-05 22:00:00-2012-11-05 22:20:00,49
27384,38.0,2012-11-05 22:00:00-2012-11-05 22:20:00,55
25875,16.0,2012-11-05 22:00:00-2012-11-05 22:20:00,5
30344,76.0,2012-11-05 22:00:00-2012-11-05 22:20:00,50
29166,60.0,2012-11-05 22:00:00-2012-11-05 22:20:00,19
28091,47.0,2012-11-05 22:00:00-2012-11-05 22:20:00,86
31673,95.0,2012-11-05 22:00:00-2012-11-05 22:20:00,48
29290,62.0,2012-11-05 22:20:00-2012-11-05 22:40:00,39
31752,96.0,2012-11-05 22:20:00-2012-11-05 22:40:00,42
28722,55.0,2012-11-05 22:20:00-2012-11-05 22:40:00,49
29363,63.0,2012-11-05 22:20:00-2012-11-05 22:40:00,60
29437,64.0,2012-11-05 22:20:00-2012-11-05 22:40:00,75
26660,28.0,2012-11-05 22:20:00-2012-11-05 22:40:00,8
31213,88.0,2012-11-05 22:20:00-2012-11-05 22:40:00,37
26800,30.0,2012-11-05 22:20:00-2012-11-05 22:40:00,2
28643,54.0,2012-11-05 22:20:00-2012-11-05 22:40:00,60
26862,31.0,2012-11-05 22:20:00-2012-11-05 22:40:00,15
26760,3.0,2012-11-05 22:20:00-2012-11-05 22:40:00,2
26722,29.0,2012-11-05 22:20:00-2012-11-05 22:40:00,8
29103,6.0,2012-11-05 22:20:00-2012-11-05 22:40:00,4
26518,26.0,2012-11-05 22:20:00-2012-11-05 22:40:00,39
31368,90.0,2012-11-05 22:20:00-2012-11-05 22:40:00,3
26371,24.0,2012-11-05 22:20:00-2012-11-05 22:40:00,19
29167,60.0,2012-11-05 22:20:00-2012-11-05 22:40:00,11
26590,27.0,2012-11-05 22:20:00-2012-11-05 22:40:00,58
28799,56.0,2012-11-05 22:20:00-2012-11-05 22:40:00,41
29036,59.0,2012-11-05 22:20:00-2012-11-05 22:40:00,64
31288,89.0,2012-11-05 22:20:00-2012-11-05 22:40:00,17
26443,25.0,2012-11-05 22:20:00-2012-11-05 22:40:00,56
28875,57.0,2012-11-05 22:20:00-2012-11-05 22:40:00,70
29223,61.0,2012-11-05 22:20:00-2012-11-05 22:40:00,4
26932,32.0,2012-11-05 22:20:00-2012-11-05 22:40:00,28
31332,9.0,2012-11-05 22:20:00-2012-11-05 22:40:00,1
27629,41.0,2012-11-05 22:20:00-2012-11-05 22:40:00,53
28257,49.0,2012-11-05 22:20:00-2012-11-05 22:40:00,37
28958,58.0,2012-11-05 22:20:00-2012-11-05 22:40:00,95
30710,81.0,2012-11-05 22:20:00-2012-11-05 22:40:00,1
27856,44.0,2012-11-05 22:20:00-2012-11-05 22:40:00,83
31465,92.0,2012-11-05 22:20:00-2012-11-05 22:40:00,10
30112,73.0,2012-11-05 22:20:00-2012-11-05 22:40:00,94
30614,8.0,2012-11-05 22:20:00-2012-11-05 22:40:00,1
31674,95.0,2012-11-05 22:20:00-2012-11-05 22:40:00,28
25941,17.0,2012-11-05 22:20:00-2012-11-05 22:40:00,9
31603,94.0,2012-11-05 22:20:00-2012-11-05 22:40:00,34
28177,48.0,2012-11-05 22:20:00-2012-11-05 22:40:00,103
25876,16.0,2012-11-05 22:20:00-2012-11-05 22:40:00,13
31068,86.0,2012-11-05 22:20:00-2012-11-05 22:40:00,46
30191,74.0,2012-11-05 22:20:00-2012-11-05 22:40:00,60
27234,36.0,2012-11-05 22:20:00-2012-11-05 22:40:00,28
31823,97.0,2012-11-05 22:20:00-2012-11-05 22:40:00,16
31895,98.0,2012-11-05 22:20:00-2012-11-05 22:40:00,33
30265,75.0,2012-11-05 22:20:00-2012-11-05 22:40:00,65
27307,37.0,2012-11-05 22:20:00-2012-11-05 22:40:00,26
27513,4.0,2012-11-05 22:20:00-2012-11-05 22:40:00,6
30495,78.0,2012-11-05 22:20:00-2012-11-05 22:40:00,38
27453,39.0,2012-11-05 22:20:00-2012-11-05 22:40:00,6
25740,14.0,2012-11-05 22:20:00-2012-11-05 22:40:00,6
30419,77.0,2012-11-05 22:20:00-2012-11-05 22:40:00,43
28013,46.0,2012-11-05 22:20:00-2012-11-05 22:40:00,68
31531,93.0,2012-11-05 22:20:00-2012-11-05 22:40:00,6
30992,85.0,2012-11-05 22:20:00-2012-11-05 22:40:00,61
25616,12.0,2012-11-05 22:20:00-2012-11-05 22:40:00,25
25807,15.0,2012-11-05 22:20:00-2012-11-05 22:40:00,30
30568,79.0,2012-11-05 22:20:00-2012-11-05 22:40:00,22
27385,38.0,2012-11-05 22:20:00-2012-11-05 22:40:00,46
30345,76.0,2012-11-05 22:20:00-2012-11-05 22:40:00,46
28092,47.0,2012-11-05 22:20:00-2012-11-05 22:40:00,64
27932,45.0,2012-11-05 22:20:00-2012-11-05 22:40:00,77
30761,82.0,2012-11-05 22:20:00-2012-11-05 22:40:00,4
30039,72.0,2012-11-05 22:20:00-2012-11-05 22:40:00,25
29969,71.0,2012-11-05 22:20:00-2012-11-05 22:40:00,6
31962,99.0,2012-11-05 22:20:00-2012-11-05 22:40:00,7
27703,42.0,2012-11-05 22:20:00-2012-11-05 22:40:00,81
28570,53.0,2012-11-05 22:20:00-2012-11-05 22:40:00,50
29516,65.0,2012-11-05 22:20:00-2012-11-05 22:40:00,54
26306,23.0,2012-11-05 22:20:00-2012-11-05 22:40:00,33
29592,66.0,2012-11-05 22:20:00-2012-11-05 22:40:00,73
27006,33.0,2012-11-05 22:20:00-2012-11-05 22:40:00,65
30912,84.0,2012-11-05 22:20:00-2012-11-05 22:40:00,98
28493,52.0,2012-11-05 22:20:00-2012-11-05 22:40:00,58
26236,22.0,2012-11-05 22:20:00-2012-11-05 22:40:00,29
29671,67.0,2012-11-05 22:20:00-2012-11-05 22:40:00,77
31410,91.0,2012-11-05 22:20:00-2012-11-05 22:40:00,1
27157,35.0,2012-11-05 22:20:00-2012-11-05 22:40:00,50
26171,21.0,2012-11-05 22:20:00-2012-11-05 22:40:00,14
27561,40.0,2012-11-05 22:20:00-2012-11-05 22:40:00,1
25681,13.0,2012-11-05 22:20:00-2012-11-05 22:40:00,7
28420,51.0,2012-11-05 22:20:00-2012-11-05 22:40:00,13
27080,34.0,2012-11-05 22:20:00-2012-11-05 22:40:00,54
27781,43.0,2012-11-05 22:20:00-2012-11-05 22:40:00,85
29865,7.0,2012-11-05 22:20:00-2012-11-05 22:40:00,2
28356,50.0,2012-11-05 22:20:00-2012-11-05 22:40:00,4
31143,87.0,2012-11-05 22:20:00-2012-11-05 22:40:00,35
29751,68.0,2012-11-05 22:20:00-2012-11-05 22:40:00,81
26088,2.0,2012-11-05 22:20:00-2012-11-05 22:40:00,8
26034,19.0,2012-11-05 22:20:00-2012-11-05 22:40:00,3
25545,11.0,2012-11-05 22:20:00-2012-11-05 22:40:00,4
26000,18.0,2012-11-05 22:20:00-2012-11-05 22:40:00,3
29824,69.0,2012-11-05 22:20:00-2012-11-05 22:40:00,15
30830,83.0,2012-11-05 22:20:00-2012-11-05 22:40:00,82
31532,93.0,2012-11-05 22:40:00-2012-11-05 23:00:00,13
27514,4.0,2012-11-05 22:40:00-2012-11-05 23:00:00,7
27704,42.0,2012-11-05 22:40:00-2012-11-05 23:00:00,73
27782,43.0,2012-11-05 22:40:00-2012-11-05 23:00:00,71
31753,96.0,2012-11-05 22:40:00-2012-11-05 23:00:00,39
31604,94.0,2012-11-05 22:40:00-2012-11-05 23:00:00,39
28876,57.0,2012-11-05 22:40:00-2012-11-05 23:00:00,67
27857,44.0,2012-11-05 22:40:00-2012-11-05 23:00:00,37
27562,40.0,2012-11-05 22:40:00-2012-11-05 23:00:00,3
28644,54.0,2012-11-05 22:40:00-2012-11-05 23:00:00,53
27933,45.0,2012-11-05 22:40:00-2012-11-05 23:00:00,51
26933,32.0,2012-11-05 22:40:00-2012-11-05 23:00:00,25
28571,53.0,2012-11-05 22:40:00-2012-11-05 23:00:00,43
27007,33.0,2012-11-05 22:40:00-2012-11-05 23:00:00,46
28494,52.0,2012-11-05 22:40:00-2012-11-05 23:00:00,44
31369,90.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
31411,91.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
26863,31.0,2012-11-05 22:40:00-2012-11-05 23:00:00,10
28421,51.0,2012-11-05 22:40:00-2012-11-05 23:00:00,10
28357,50.0,2012-11-05 22:40:00-2012-11-05 23:00:00,3
28302,5.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
27081,34.0,2012-11-05 22:40:00-2012-11-05 23:00:00,49
28258,49.0,2012-11-05 22:40:00-2012-11-05 23:00:00,22
28723,55.0,2012-11-05 22:40:00-2012-11-05 23:00:00,31
27158,35.0,2012-11-05 22:40:00-2012-11-05 23:00:00,60
26801,30.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
31675,95.0,2012-11-05 22:40:00-2012-11-05 23:00:00,35
31466,92.0,2012-11-05 22:40:00-2012-11-05 23:00:00,6
28178,48.0,2012-11-05 22:40:00-2012-11-05 23:00:00,104
27308,37.0,2012-11-05 22:40:00-2012-11-05 23:00:00,19
28093,47.0,2012-11-05 22:40:00-2012-11-05 23:00:00,70
27386,38.0,2012-11-05 22:40:00-2012-11-05 23:00:00,37
28800,56.0,2012-11-05 22:40:00-2012-11-05 23:00:00,30
26723,29.0,2012-11-05 22:40:00-2012-11-05 23:00:00,9
28014,46.0,2012-11-05 22:40:00-2012-11-05 23:00:00,58
27454,39.0,2012-11-05 22:40:00-2012-11-05 23:00:00,7
31333,9.0,2012-11-05 22:40:00-2012-11-05 23:00:00,5
27235,36.0,2012-11-05 22:40:00-2012-11-05 23:00:00,22
29224,61.0,2012-11-05 22:40:00-2012-11-05 23:00:00,7
30346,76.0,2012-11-05 22:40:00-2012-11-05 23:00:00,49
31069,86.0,2012-11-05 22:40:00-2012-11-05 23:00:00,28
30192,74.0,2012-11-05 22:40:00-2012-11-05 23:00:00,36
29438,64.0,2012-11-05 22:40:00-2012-11-05 23:00:00,71
31214,88.0,2012-11-05 22:40:00-2012-11-05 23:00:00,57
31896,98.0,2012-11-05 22:40:00-2012-11-05 23:00:00,46
30266,75.0,2012-11-05 22:40:00-2012-11-05 23:00:00,45
31824,97.0,2012-11-05 22:40:00-2012-11-05 23:00:00,13
26372,24.0,2012-11-05 22:40:00-2012-11-05 23:00:00,11
26444,25.0,2012-11-05 22:40:00-2012-11-05 23:00:00,41
29364,63.0,2012-11-05 22:40:00-2012-11-05 23:00:00,56
30420,77.0,2012-11-05 22:40:00-2012-11-05 23:00:00,45
25741,14.0,2012-11-05 22:40:00-2012-11-05 23:00:00,8
30496,78.0,2012-11-05 22:40:00-2012-11-05 23:00:00,32
29291,62.0,2012-11-05 22:40:00-2012-11-05 23:00:00,26
25808,15.0,2012-11-05 22:40:00-2012-11-05 23:00:00,28
25877,16.0,2012-11-05 22:40:00-2012-11-05 23:00:00,15
25942,17.0,2012-11-05 22:40:00-2012-11-05 23:00:00,10
30113,73.0,2012-11-05 22:40:00-2012-11-05 23:00:00,58
26089,2.0,2012-11-05 22:40:00-2012-11-05 23:00:00,10
26172,21.0,2012-11-05 22:40:00-2012-11-05 23:00:00,14
31144,87.0,2012-11-05 22:40:00-2012-11-05 23:00:00,38
29752,68.0,2012-11-05 22:40:00-2012-11-05 23:00:00,71
29825,69.0,2012-11-05 22:40:00-2012-11-05 23:00:00,16
29672,67.0,2012-11-05 22:40:00-2012-11-05 23:00:00,81
26237,22.0,2012-11-05 22:40:00-2012-11-05 23:00:00,28
26001,18.0,2012-11-05 22:40:00-2012-11-05 23:00:00,6
29915,70.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
28959,58.0,2012-11-05 22:40:00-2012-11-05 23:00:00,89
29970,71.0,2012-11-05 22:40:00-2012-11-05 23:00:00,4
29593,66.0,2012-11-05 22:40:00-2012-11-05 23:00:00,73
30040,72.0,2012-11-05 22:40:00-2012-11-05 23:00:00,39
29517,65.0,2012-11-05 22:40:00-2012-11-05 23:00:00,48
26307,23.0,2012-11-05 22:40:00-2012-11-05 23:00:00,12
25682,13.0,2012-11-05 22:40:00-2012-11-05 23:00:00,4
27630,41.0,2012-11-05 22:40:00-2012-11-05 23:00:00,31
26109,20.0,2012-11-05 22:40:00-2012-11-05 23:00:00,3
29037,59.0,2012-11-05 22:40:00-2012-11-05 23:00:00,62
30711,81.0,2012-11-05 22:40:00-2012-11-05 23:00:00,3
30831,83.0,2012-11-05 22:40:00-2012-11-05 23:00:00,101
26591,27.0,2012-11-05 22:40:00-2012-11-05 23:00:00,29
30660,80.0,2012-11-05 22:40:00-2012-11-05 23:00:00,2
25546,11.0,2012-11-05 22:40:00-2012-11-05 23:00:00,5
26519,26.0,2012-11-05 22:40:00-2012-11-05 23:00:00,42
26661,28.0,2012-11-05 22:40:00-2012-11-05 23:00:00,9
31289,89.0,2012-11-05 22:40:00-2012-11-05 23:00:00,16
30615,8.0,2012-11-05 22:40:00-2012-11-05 23:00:00,1
30913,84.0,2012-11-05 22:40:00-2012-11-05 23:00:00,48
29104,6.0,2012-11-05 22:40:00-2012-11-05 23:00:00,2
29168,60.0,2012-11-05 22:40:00-2012-11-05 23:00:00,23
25617,12.0,2012-11-05 22:40:00-2012-11-05 23:00:00,16
30993,85.0,2012-11-05 22:40:00-2012-11-05 23:00:00,55
31963,99.0,2012-11-05 22:40:00-2012-11-05 23:00:00,7
30569,79.0,2012-11-05 22:40:00-2012-11-05 23:00:00,9
27515,4.0,2012-11-05 23:00:00-2012-11-05 23:20:00,4
30041,72.0,2012-11-05 23:00:00-2012-11-05 23:20:00,17
27783,43.0,2012-11-05 23:00:00-2012-11-05 23:20:00,72
25547,11.0,2012-11-05 23:00:00-2012-11-05 23:20:00,6
31676,95.0,2012-11-05 23:00:00-2012-11-05 23:20:00,24
27159,35.0,2012-11-05 23:00:00-2012-11-05 23:20:00,58
27631,41.0,2012-11-05 23:00:00-2012-11-05 23:20:00,43
28358,50.0,2012-11-05 23:00:00-2012-11-05 23:20:00,4
31145,87.0,2012-11-05 23:00:00-2012-11-05 23:20:00,25
31964,99.0,2012-11-05 23:00:00-2012-11-05 23:20:00,9
28303,5.0,2012-11-05 23:00:00-2012-11-05 23:20:00,1
30832,83.0,2012-11-05 23:00:00-2012-11-05 23:20:00,97
25492,100.0,2012-11-05 23:00:00-2012-11-05 23:20:00,1
29866,7.0,2012-11-05 23:00:00-2012-11-05 23:20:00,3
28259,49.0,2012-11-05 23:00:00-2012-11-05 23:20:00,16
30914,84.0,2012-11-05 23:00:00-2012-11-05 23:20:00,59
27563,40.0,2012-11-05 23:00:00-2012-11-05 23:20:00,1
27082,34.0,2012-11-05 23:00:00-2012-11-05 23:20:00,50
27705,42.0,2012-11-05 23:00:00-2012-11-05 23:20:00,65
29826,69.0,2012-11-05 23:00:00-2012-11-05 23:20:00,7
29753,68.0,2012-11-05 23:00:00-2012-11-05 23:20:00,66
29971,71.0,2012-11-05 23:00:00-2012-11-05 23:20:00,4
31467,92.0,2012-11-05 23:00:00-2012-11-05 23:20:00,10
25618,12.0,2012-11-05 23:00:00-2012-11-05 23:20:00,23
25943,17.0,2012-11-05 23:00:00-2012-11-05 23:20:00,10
30994,85.0,2012-11-05 23:00:00-2012-11-05 23:20:00,43
25683,13.0,2012-11-05 23:00:00-2012-11-05 23:20:00,11
27934,45.0,2012-11-05 23:00:00-2012-11-05 23:20:00,48
30497,78.0,2012-11-05 23:00:00-2012-11-05 23:20:00,39
27455,39.0,2012-11-05 23:00:00-2012-11-05 23:20:00,5
25742,14.0,2012-11-05 23:00:00-2012-11-05 23:20:00,9
30421,77.0,2012-11-05 23:00:00-2012-11-05 23:20:00,39
30570,79.0,2012-11-05 23:00:00-2012-11-05 23:20:00,20
28015,46.0,2012-11-05 23:00:00-2012-11-05 23:20:00,62
27387,38.0,2012-11-05 23:00:00-2012-11-05 23:20:00,51
31605,94.0,2012-11-05 23:00:00-2012-11-05 23:20:00,33
30347,76.0,2012-11-05 23:00:00-2012-11-05 23:20:00,33
26090,2.0,2012-11-05 23:00:00-2012-11-05 23:20:00,4
30114,73.0,2012-11-05 23:00:00-2012-11-05 23:20:00,70
25809,15.0,2012-11-05 23:00:00-2012-11-05 23:20:00,21
27309,37.0,2012-11-05 23:00:00-2012-11-05 23:20:00,18
30267,75.0,2012-11-05 23:00:00-2012-11-05 23:20:00,40
31897,98.0,2012-11-05 23:00:00-2012-11-05 23:20:00,19
27858,44.0,2012-11-05 23:00:00-2012-11-05 23:20:00,46
27236,36.0,2012-11-05 23:00:00-2012-11-05 23:20:00,13
30661,80.0,2012-11-05 23:00:00-2012-11-05 23:20:00,2
30193,74.0,2012-11-05 23:00:00-2012-11-05 23:20:00,34
30712,81.0,2012-11-05 23:00:00-2012-11-05 23:20:00,1
31070,86.0,2012-11-05 23:00:00-2012-11-05 23:20:00,41
30762,82.0,2012-11-05 23:00:00-2012-11-05 23:20:00,2
31533,93.0,2012-11-05 23:00:00-2012-11-05 23:20:00,7
25878,16.0,2012-11-05 23:00:00-2012-11-05 23:20:00,6
28179,48.0,2012-11-05 23:00:00-2012-11-05 23:20:00,93
28094,47.0,2012-11-05 23:00:00-2012-11-05 23:20:00,73
28960,58.0,2012-11-05 23:00:00-2012-11-05 23:20:00,66
29916,70.0,2012-11-05 23:00:00-2012-11-05 23:20:00,2
29038,59.0,2012-11-05 23:00:00-2012-11-05 23:20:00,32
28495,52.0,2012-11-05 23:00:00-2012-11-05 23:20:00,50
29169,60.0,2012-11-05 23:00:00-2012-11-05 23:20:00,11
28645,54.0,2012-11-05 23:00:00-2012-11-05 23:20:00,53
27008,33.0,2012-11-05 23:00:00-2012-11-05 23:20:00,25
29439,64.0,2012-11-05 23:00:00-2012-11-05 23:20:00,83
29594,66.0,2012-11-05 23:00:00-2012-11-05 23:20:00,64
28877,57.0,2012-11-05 23:00:00-2012-11-05 23:20:00,67
29225,61.0,2012-11-05 23:00:00-2012-11-05 23:20:00,3
28724,55.0,2012-11-05 23:00:00-2012-11-05 23:20:00,40
31825,97.0,2012-11-05 23:00:00-2012-11-05 23:20:00,18
26445,25.0,2012-11-05 23:00:00-2012-11-05 23:20:00,53
31370,90.0,2012-11-05 23:00:00-2012-11-05 23:20:00,2
29518,65.0,2012-11-05 23:00:00-2012-11-05 23:20:00,48
26308,23.0,2012-11-05 23:00:00-2012-11-05 23:20:00,20
26592,27.0,2012-11-05 23:00:00-2012-11-05 23:20:00,52
26934,32.0,2012-11-05 23:00:00-2012-11-05 23:20:00,22
29292,62.0,2012-11-05 23:00:00-2012-11-05 23:20:00,21
28572,53.0,2012-11-05 23:00:00-2012-11-05 23:20:00,42
26662,28.0,2012-11-05 23:00:00-2012-11-05 23:20:00,15
26238,22.0,2012-11-05 23:00:00-2012-11-05 23:20:00,27
29365,63.0,2012-11-05 23:00:00-2012-11-05 23:20:00,56
31215,88.0,2012-11-05 23:00:00-2012-11-05 23:20:00,36
28422,51.0,2012-11-05 23:00:00-2012-11-05 23:20:00,15
31290,89.0,2012-11-05 23:00:00-2012-11-05 23:20:00,10
31754,96.0,2012-11-05 23:00:00-2012-11-05 23:20:00,30
26110,20.0,2012-11-05 23:00:00-2012-11-05 23:20:00,1
26173,21.0,2012-11-05 23:00:00-2012-11-05 23:20:00,14
26864,31.0,2012-11-05 23:00:00-2012-11-05 23:20:00,7
26520,26.0,2012-11-05 23:00:00-2012-11-05 23:20:00,43
28801,56.0,2012-11-05 23:00:00-2012-11-05 23:20:00,46
29105,6.0,2012-11-05 23:00:00-2012-11-05 23:20:00,4
26373,24.0,2012-11-05 23:00:00-2012-11-05 23:20:00,14
29673,67.0,2012-11-05 23:00:00-2012-11-05 23:20:00,76
26724,29.0,2012-11-05 23:00:00-2012-11-05 23:20:00,11
26374,24.0,2012-11-05 23:20:00-2012-11-05 23:40:00,12
25493,100.0,2012-11-05 23:20:00-2012-11-05 23:40:00,1
26593,27.0,2012-11-05 23:20:00-2012-11-05 23:40:00,39
25810,15.0,2012-11-05 23:20:00-2012-11-05 23:40:00,18
30348,76.0,2012-11-05 23:20:00-2012-11-05 23:40:00,33
26446,25.0,2012-11-05 23:20:00-2012-11-05 23:40:00,35
30422,77.0,2012-11-05 23:20:00-2012-11-05 23:40:00,54
29366,63.0,2012-11-05 23:20:00-2012-11-05 23:40:00,45
25471,10.0,2012-11-05 23:20:00-2012-11-05 23:40:00,3
27388,38.0,2012-11-05 23:20:00-2012-11-05 23:40:00,22
28016,46.0,2012-11-05 23:20:00-2012-11-05 23:40:00,69
25743,14.0,2012-11-05 23:20:00-2012-11-05 23:40:00,8
28725,55.0,2012-11-05 23:20:00-2012-11-05 23:40:00,35
27935,45.0,2012-11-05 23:20:00-2012-11-05 23:40:00,44
25684,13.0,2012-11-05 23:20:00-2012-11-05 23:40:00,6
30662,80.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
31334,9.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
26521,26.0,2012-11-05 23:20:00-2012-11-05 23:40:00,35
30616,8.0,2012-11-05 23:20:00-2012-11-05 23:40:00,1
27859,44.0,2012-11-05 23:20:00-2012-11-05 23:40:00,41
25548,11.0,2012-11-05 23:20:00-2012-11-05 23:40:00,10
27516,4.0,2012-11-05 23:20:00-2012-11-05 23:40:00,3
31606,94.0,2012-11-05 23:20:00-2012-11-05 23:40:00,18
27784,43.0,2012-11-05 23:20:00-2012-11-05 23:40:00,60
30571,79.0,2012-11-05 23:20:00-2012-11-05 23:40:00,9
26725,29.0,2012-11-05 23:20:00-2012-11-05 23:40:00,4
28802,56.0,2012-11-05 23:20:00-2012-11-05 23:40:00,32
29106,6.0,2012-11-05 23:20:00-2012-11-05 23:40:00,6
31534,93.0,2012-11-05 23:20:00-2012-11-05 23:40:00,11
29170,60.0,2012-11-05 23:20:00-2012-11-05 23:40:00,7
30995,85.0,2012-11-05 23:20:00-2012-11-05 23:40:00,55
25619,12.0,2012-11-05 23:20:00-2012-11-05 23:40:00,21
28878,57.0,2012-11-05 23:20:00-2012-11-05 23:40:00,65
29226,61.0,2012-11-05 23:20:00-2012-11-05 23:40:00,7
30498,78.0,2012-11-05 23:20:00-2012-11-05 23:40:00,33
31291,89.0,2012-11-05 23:20:00-2012-11-05 23:40:00,11
27456,39.0,2012-11-05 23:20:00-2012-11-05 23:40:00,5
29293,62.0,2012-11-05 23:20:00-2012-11-05 23:40:00,13
30833,83.0,2012-11-05 23:20:00-2012-11-05 23:40:00,83
31898,98.0,2012-11-05 23:20:00-2012-11-05 23:40:00,40
26091,2.0,2012-11-05 23:20:00-2012-11-05 23:40:00,9
28095,47.0,2012-11-05 23:20:00-2012-11-05 23:40:00,48
27160,35.0,2012-11-05 23:20:00-2012-11-05 23:40:00,45
29519,65.0,2012-11-05 23:20:00-2012-11-05 23:40:00,27
29972,71.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
29595,66.0,2012-11-05 23:20:00-2012-11-05 23:40:00,45
29917,70.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
28496,52.0,2012-11-05 23:20:00-2012-11-05 23:40:00,45
29867,7.0,2012-11-05 23:20:00-2012-11-05 23:40:00,1
26239,22.0,2012-11-05 23:20:00-2012-11-05 23:40:00,17
28260,49.0,2012-11-05 23:20:00-2012-11-05 23:40:00,20
31965,99.0,2012-11-05 23:20:00-2012-11-05 23:40:00,9
27083,34.0,2012-11-05 23:20:00-2012-11-05 23:40:00,31
26663,28.0,2012-11-05 23:20:00-2012-11-05 23:40:00,9
26002,18.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
29827,69.0,2012-11-05 23:20:00-2012-11-05 23:40:00,12
29674,67.0,2012-11-05 23:20:00-2012-11-05 23:40:00,64
26174,21.0,2012-11-05 23:20:00-2012-11-05 23:40:00,11
28304,5.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
29754,68.0,2012-11-05 23:20:00-2012-11-05 23:40:00,53
27009,33.0,2012-11-05 23:20:00-2012-11-05 23:40:00,38
27632,41.0,2012-11-05 23:20:00-2012-11-05 23:40:00,40
28961,58.0,2012-11-05 23:20:00-2012-11-05 23:40:00,76
28359,50.0,2012-11-05 23:20:00-2012-11-05 23:40:00,1
31146,87.0,2012-11-05 23:20:00-2012-11-05 23:40:00,26
28423,51.0,2012-11-05 23:20:00-2012-11-05 23:40:00,10
36643,73.0,2012-11-05 23:20:00-2012-11-05 23:40:00,1
30268,75.0,2012-11-05 23:20:00-2012-11-05 23:40:00,45
31677,95.0,2012-11-05 23:20:00-2012-11-05 23:40:00,17
30042,72.0,2012-11-05 23:20:00-2012-11-05 23:40:00,16
27310,37.0,2012-11-05 23:20:00-2012-11-05 23:40:00,10
26865,31.0,2012-11-05 23:20:00-2012-11-05 23:40:00,13
27564,40.0,2012-11-05 23:20:00-2012-11-05 23:40:00,2
29039,59.0,2012-11-05 23:20:00-2012-11-05 23:40:00,43
31216,88.0,2012-11-05 23:20:00-2012-11-05 23:40:00,17
30194,74.0,2012-11-05 23:20:00-2012-11-05 23:40:00,30
27706,42.0,2012-11-05 23:20:00-2012-11-05 23:40:00,41
27237,36.0,2012-11-05 23:20:00-2012-11-05 23:40:00,14
28646,54.0,2012-11-05 23:20:00-2012-11-05 23:40:00,36
29440,64.0,2012-11-05 23:20:00-2012-11-05 23:40:00,60
28180,48.0,2012-11-05 23:20:00-2012-11-05 23:40:00,73
31071,86.0,2012-11-05 23:20:00-2012-11-05 23:40:00,29
26309,23.0,2012-11-05 23:20:00-2012-11-05 23:40:00,22
25879,16.0,2012-11-05 23:20:00-2012-11-05 23:40:00,5
31755,96.0,2012-11-05 23:20:00-2012-11-05 23:40:00,28
26935,32.0,2012-11-05 23:20:00-2012-11-05 23:40:00,26
30115,73.0,2012-11-05 23:20:00-2012-11-05 23:40:00,49
28573,53.0,2012-11-05 23:20:00-2012-11-05 23:40:00,36
31468,92.0,2012-11-05 23:20:00-2012-11-05 23:40:00,10
25944,17.0,2012-11-05 23:20:00-2012-11-05 23:40:00,6
30915,84.0,2012-11-05 23:20:00-2012-11-05 23:40:00,66
31826,97.0,2012-11-05 23:20:00-2012-11-05 23:40:00,10
31756,96.0,2012-11-05 23:40:00-2012-11-06 00:00:00,23
27517,4.0,2012-11-05 23:40:00-2012-11-06 00:00:00,1
27565,40.0,2012-11-05 23:40:00-2012-11-06 00:00:00,4
26664,28.0,2012-11-05 23:40:00-2012-11-06 00:00:00,9
26594,27.0,2012-11-05 23:40:00-2012-11-06 00:00:00,34
